SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,SpeakerPhoto1,SpeakerPhoto2,SpeakerPhoto3,SpeakerPhoto4,TestingSound,EnglishCorrectResponse,PersianCorrectResponse,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,TrainingLoopGroup2.thisRepN,TrainingLoopGroup2.thisTrialN,TrainingLoopGroup2.thisN,TrainingLoopGroup2.thisIndex,TrainingLoopGroup3.thisRepN,TrainingLoopGroup3.thisTrialN,TrainingLoopGroup3.thisN,TrainingLoopGroup3.thisIndex,testPhase1Loop.thisRepN,testPhase1Loop.thisTrialN,testPhase1Loop.thisN,testPhase1Loop.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image.stopped,text_4.stopped,image_7.started,sound_9.started,text_5.started,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup3.started,SpeakerPicture3.started,image_15.started,image_16.started,image_17.started,Sound3.started,Instruction3.started,Response3.started,TrainingGroup3.stopped,feedbackText,Response3.keys,Response3.rt,Response3.duration,correct_responses,total_trials,FeedbackRoutine3.started,FeedbackText3.started,FeedbackText3.stopped,FeedbackRoutine3.stopped,TransitionRoutine.started,TransitionRoutine.stopped,nextRoutine,WelcomeTest.started,text_12.started,text_12.stopped,WelcomeTest.stopped,TestPhase1.started,test1_image1.started,test1_image2.started,test1_image3.started,test1_image4.started,test1_sound.started,text_3.started,test1_response_keyboard.started,TestPhase1.stopped,test1_response_keyboard.keys,test1_response_keyboard.rt,test1_response_keyboard.duration,test1_response,test1_image_file1,test1_image_file2,test1_image_file3,test1_image_file4,test1_sound_file,english_correct_answer,persian_correct_answer,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-7-En.wav,Speaker3,گوینده۳,,,,,,,,,,,,,,,,0,15,15,46,,,,,96.81031562499993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.78520591699998,96.81031562499993,96.81031562499993,96.81031562499993,96.81031562499993,96.8176924583336,96.81031562499993,96.81031562499993,97.8378288749991,Incorrect! The correct answer is Speaker3. نادرست! پاسخ صحیح گوینده۳ است,2,1.0258767920004175,None,0,16,97.8418542090003,97.8552648749992,,99.84261137499925,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-11-En.wav,Speaker1,گوینده ۱,,,,,,,,,,,,,,,,0,16,16,10,,,,,99.86823841700061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.84331454200037,99.86823841700061,99.86823841700061,99.86823841700061,99.86823841700061,99.87578541733322,99.86823841700061,99.86823841700061,100.87132495900005,Incorrect! The correct answer is Speaker1. نادرست! پاسخ صحیح گوینده ۱ است,2,1.0015548750016023,None,0,17,100.8756065840007,100.88876316700043,,102.8842101249993,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-15-En.wav,Speaker4,گوینده۴,,,,,,,,,,,,,,,,0,17,17,74,,,,,102.90970158399978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8843862499998,102.90970158399978,102.90970158399978,102.90970158399978,102.90970158399978,102.91750866733358,102.90970158399978,102.90970158399978,104.01587058400037,Incorrect! The correct answer is Speaker4. نادرست! پاسخ صحیح گوینده۴ است,2,1.100762541000222,None,0,18,104.02097654200043,104.03542895899955,106.0431526249995,106.02011120899988,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-18-En.wav,Speaker2,گوینده۲,,,,,,,,,,,,,,,,0,18,18,37,,,,,106.0431526249995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.02029399999992,106.0431526249995,106.0431526249995,106.0431526249995,106.0431526249995,106.05321708333261,106.0431526249995,106.0431526249995,107.069405541999,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,3,1.021110208999744,None,0,19,107.07344812500014,107.08673837499919,,109.07506029199976,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-15-En.wav,Speaker2,گوینده۲,,,,,,,,,,,,,,,,0,19,19,34,,,,,109.09830379199957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0752363749998,109.09830379199957,109.09830379199957,109.09830379199957,109.09830379199957,109.10835979233391,109.09830379199957,109.09830379199957,110.52509554199969,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,3,1.4212777499997173,None,0,20,110.5294165840005,110.5418814170007,112.55239470900051,112.5270163339992,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-13-En.wav,Speaker4,گوینده۴,,,,,,,,,,,,,,,,0,20,20,72,,,,,112.55239470900051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.52782458399997,112.55239470900051,112.55239470900051,112.55239470900051,112.55239470900051,112.55951300033351,112.55239470900051,112.55239470900051,113.73815337499946,Incorrect! The correct answer is Speaker4. نادرست! پاسخ صحیح گوینده۴ است,3,1.1846269999987271,None,0,21,113.74221933399895,113.75574658400001,115.76660541700039,115.74204724999981,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-1-En.wav,Speaker2,گوینده۲,,,,,,,,,,,,,,,,0,21,21,20,,,,,115.76660541700039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.74261950000073,115.76660541700039,115.76660541700039,115.76660541700039,115.76660541700039,115.77463650033363,115.76660541700039,115.76660541700039,116.84849629199925,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,3,1.0729010830000334,None,0,22,116.85285137500068,116.86676779200025,118.87678887499897,118.85289904199999,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-17-En.wav,Speaker1,گوینده ۱,,,,,,,,,,,,,,,,0,22,22,16,,,,,118.87678887499897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.85373674999937,118.87678887499897,118.87678887499897,118.87678887499897,118.87678887499897,118.88532704233378,118.87678887499897,118.87678887499897,120.26431291699919,Incorrect! The correct answer is Speaker1. نادرست! پاسخ صحیح گوینده ۱ است,3,1.3763697919985134,None,0,23,120.26822762499978,120.27910566699938,122.29060033399946,122.26582812500055,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-12-En.wav,Speaker3,گوینده۳,,,,,,,,,,,,,,,,0,23,23,51,,,,,122.29060033399946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.2665826249995,122.29060033399946,122.29060033399946,122.29060033399946,122.29060033399946,122.2984340833323,122.29060033399946,122.29060033399946,123.51679029200022,Incorrect! The correct answer is Speaker3. نادرست! پاسخ صحیح گوینده۳ است,2,1.2252405000017461,None,0,24,123.52068141699965,123.53354704199955,,125.52413745900049,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-7-En.wav,Speaker2,گوینده۲,,,,,,,,,,,,,,,,0,24,24,26,,,,,125.54735983399951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.52430987499974,125.54735983399951,125.54735983399951,125.54735983399951,125.54735983399951,125.54076908366575,125.54735983399951,125.54735983399951,126.7463695839997,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,3,1.1979824169993663,None,0,25,126.75010962499982,126.76301008399969,128.77368849999948,128.74867925000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-5-En.wav,Speaker1,گوینده ۱,,,,,,,,,,,,,,,,0,25,25,4,,,,,128.77368849999948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.7488406249995,128.77368849999948,128.77368849999948,128.77368849999948,128.77368849999948,128.78172125033285,128.77368849999948,128.77368849999948,130.17639308400067,Incorrect! The correct answer is Speaker1. نادرست! پاسخ صحیح گوینده ۱ است,3,1.3928426249985932,None,0,26,130.18043095900066,130.1942726670004,132.20409333399948,132.17851329199948,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-11-En.wav,Speaker3,گوینده۳,,,,,,,,,,,,,,,,0,26,26,50,,,,,132.20409333399948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.17953395899895,132.20409333399948,132.20409333399948,132.20409333399948,132.20409333399948,132.21076220833362,132.20409333399948,132.20409333399948,133.66012808400046,Incorrect! The correct answer is Speaker3. نادرست! پاسخ صحیح گوینده۳ است,2,1.450616333000653,None,0,27,133.66421116699894,133.67731208400073,,135.66899345899947,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-13-En.wav,Speaker1,گوینده ۱,,,,,,,,,,,,,,,,0,27,27,12,,,,,135.6954724169991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.66962649999914,135.6954724169991,135.6954724169991,135.6954724169991,135.6954724169991,135.7021726673325,135.6954724169991,135.6954724169991,136.87573675000021,Incorrect! The correct answer is Speaker1. نادرست! پاسخ صحیح گوینده ۱ است,2,1.1780440830007137,None,0,28,136.87984154200058,136.89284670899906,138.90170633399975,138.87768220900034,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-4-En.wav,Speaker1,گوینده ۱,,,,,,,,,,,,,,,,0,28,28,13,,,,,138.90170633399975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.87787799999933,138.90170633399975,138.90170633399975,138.90170633399975,138.90170633399975,138.91081629233355,138.90170633399975,138.90170633399975,140.03122483399966,Incorrect! The correct answer is Speaker1. نادرست! پاسخ صحیح گوینده ۱ است,2,1.1214057080014754,None,0,29,140.03544570899976,140.04638191699996,142.0624358339992,142.03572004200032,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-7-En.wav,Speaker4,گوینده۴,,,,,,,,,,,,,,,,0,29,29,66,,,,,142.0624358339992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0365231249998,142.0624358339992,142.0624358339992,142.0624358339992,142.0624358339992,142.068041500334,142.0624358339992,142.0624358339992,142.96732729199903,Incorrect! The correct answer is Speaker4. نادرست! پاسخ صحیح گوینده۴ است,2,0.9004160420008702,None,0,30,142.97145037500013,142.9845185840004,,144.97497345900047,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-18-En.wav,Speaker3,گوینده۳,,,,,,,,,,,,,,,,0,30,30,57,,,,,144.99979712499953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.9755544590007,144.99979712499953,144.99979712499953,144.99979712499953,144.99979712499953,145.00815087533243,144.99979712499953,144.99979712499953,145.87154824999925,Incorrect! The correct answer is Speaker3. نادرست! پاسخ صحیح گوینده۳ است,2,0.870548165999935,None,0,31,145.87581237499944,145.88884808399962,147.89742800000022,147.87329362499986,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-1-En.wav,Speaker1,گوینده ۱,,,,,,,,,,,,,,,,0,31,31,0,,,,,147.89742800000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.87349741700018,147.89742800000022,147.89742800000022,147.89742800000022,147.89742800000022,147.90639658333254,147.89742800000022,147.89742800000022,148.91352304199972,Incorrect! The correct answer is Speaker1. نادرست! پاسخ صحیح گوینده ۱ است,2,1.0150158750002447,None,0,32,148.9177149999996,148.93080129199916,,150.92390387500018,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-13-En.wav,Speaker3,گوینده۳,,,,,,,,,,,,,,,,0,32,32,52,,,,,150.94737195900052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.92407699999967,150.94737195900052,150.94737195900052,150.94737195900052,150.94737195900052,150.95720595833387,150.94737195900052,150.94737195900052,152.01690633399994,Incorrect! The correct answer is Speaker3. نادرست! پاسخ صحیح گوینده۳ است,2,1.066732334000335,None,0,33,152.0221178339998,152.0366762499998,,154.02276058399912,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-16-En.wav,Speaker3,گوینده۳,,,,,,,,,,,,,,,,0,33,33,55,,,,,154.04645529200025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0229569589992,154.04645529200025,154.04645529200025,154.04645529200025,154.04645529200025,154.0560478753328,154.04645529200025,154.04645529200025,155.1243116250007,Incorrect! The correct answer is Speaker3. نادرست! پاسخ صحیح گوینده۳ است,2,1.073370166001041,None,0,34,155.12803720900047,155.14123708400075,,157.13324900000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-19-En.wav,Speaker2,گوینده۲,,,,,,,,,,,,,,,,0,34,34,38,,,,,157.15618454200012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.1334159170001,157.15618454200012,157.15618454200012,157.15618454200012,157.15618454200012,157.14986708366658,157.15618454200012,157.15618454200012,158.2839028340004,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,3,1.1186036250001052,None,0,35,158.28810229199917,158.3012659169999,160.30880462499954,160.28411816699918,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-2-En.wav,Speaker3,گوینده۳,,,,,,,,,,,,,,,,0,35,35,41,,,,,160.30880462499954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.28431158400053,160.30880462499954,160.30880462499954,160.30880462499954,160.30880462499954,160.31723816733262,160.30880462499954,160.30880462499954,161.60710383399964,Incorrect! The correct answer is Speaker3. نادرست! پاسخ صحیح گوینده۳ است,2,1.2953993329992954,None,0,36,161.61118020899994,161.62446495899894,,163.6181400839996,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-5-En.wav,Speaker2,گوینده۲,,,,,,,,,,,,,,,,0,36,36,24,,,,,163.64290599999913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.61875316700025,163.64290599999913,163.64290599999913,163.64290599999913,163.64290599999913,163.6512899173327,163.64290599999913,163.64290599999913,164.90002995900068,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,3,1.2513125000004948,None,0,37,164.90404212499925,164.9184259169997,,166.90494254199984,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-14-En.wav,Speaker4,گوینده۴,,,,,,,,,,,,,,,,0,37,37,73,,,,,166.92954425000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.90512720900006,166.92954425000062,166.92954425000062,166.92954425000062,166.92954425000062,166.9382342083341,166.92954425000062,166.92954425000062,168.66055691700058,Incorrect! The correct answer is Speaker4. نادرست! پاسخ صحیح گوینده۴ است,3,1.7199690420002298,None,0,38,168.66470333399957,168.67778675000045,,170.66927874999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-5-En.wav,Speaker3,گوینده۳,,,,,,,,,,,,,,,,0,38,38,44,,,,,170.69625245899988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.66985550000027,170.69625245899988,170.69625245899988,170.69625245899988,170.69625245899988,170.70246587533308,170.69625245899988,170.69625245899988,171.86366112500036,Incorrect! The correct answer is Speaker3. نادرست! پاسخ صحیح گوینده۳ است,2,1.164179207999041,None,0,39,171.86887679199936,171.8822635840006,,173.87633962499967,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-11-En.wav,Speaker2,گوینده۲,,,,,,,,,,,,,,,,0,39,39,30,,,,,173.9027402920001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.8769408749995,173.9027402920001,173.9027402920001,173.9027402920001,173.9027402920001,173.90947658333295,173.9027402920001,173.9027402920001,174.8989115839995,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,3,0.9948006659997191,None,0,40,174.902785667,174.91711654199935,176.92716808399928,176.90186841700051,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-3-En.wav,Speaker4,گوینده۴,,,,,,,,,,,,,,,,0,40,40,62,,,,,176.92716808399928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.90244141699986,176.92716808399928,176.92716808399928,176.92716808399928,176.92716808399928,176.9343440833332,176.92716808399928,176.92716808399928,178.12949966700035,Incorrect! The correct answer is Speaker4. نادرست! پاسخ صحیح گوینده۴ است,3,1.2008490829994116,None,0,41,178.13347183400037,178.14714149999963,180.15392266699928,180.13069687499956,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-13-En.wav,Speaker2,گوینده۲,,,,,,,,,,,,,,,,0,41,41,32,,,,,180.15392266699928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.1308937499998,180.15392266699928,180.15392266699928,180.15392266699928,180.15392266699928,180.16378112533363,180.15392266699928,180.15392266699928,181.49043070900007,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,3,1.3313038750002306,None,0,42,181.4944018339993,181.50742737499968,,183.50047633400027,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-4-En.wav,Speaker2,گوینده۲,,,,,,,,,,,,,,,,0,42,42,23,,,,,183.5253816250006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.50114962499902,183.5253816250006,183.5253816250006,183.5253816250006,183.5253816250006,183.53365875033393,183.5253816250006,183.5253816250006,184.75179729199954,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,3,1.2166369999995368,None,0,43,184.75569166700006,184.7687230419997,,186.75981958400007,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-10-En.wav,Speaker1,گوینده ۱,,,,,,,,,,,,,,,,0,43,43,9,,,,,186.78715349999948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.76038587499897,186.78715349999948,186.78715349999948,186.78715349999948,186.78715349999948,186.79294116733269,186.78715349999948,186.78715349999948,187.87728587499987,Incorrect! The correct answer is Speaker1. نادرست! پاسخ صحیح گوینده ۱ است,3,1.0819549160005408,None,0,44,187.8810429589994,187.89505745899987,,189.88317237499905,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-20-En.wav,Speaker2,گوینده۲,,,,,,,,,,,,,,,,0,44,44,39,,,,,189.90762741700019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.88371433400062,189.90762741700019,189.90762741700019,189.90762741700019,189.90762741700019,189.91632083333258,189.90762741700019,189.90762741700019,190.89235166700018,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,3,0.9790109580007993,None,0,45,190.89730783400046,190.91069662500013,,192.90129833399988,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-17-En.wav,Speaker2,گوینده۲,,,,,,,,,,,,,,,,0,45,45,36,,,,,192.92384879199926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.90148887500072,192.92384879199926,192.92384879199926,192.92384879199926,192.92384879199926,192.91793225066638,192.92384879199926,192.92384879199926,193.88887124999928,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,3,0.9597170829983952,None,0,46,193.8926100839999,193.90581129199927,,195.9005269169993,,,,,,,,,,,,,,,,,,,,,,,,,,,,117743,001,2024-06-30_12h55.52.894,5-22,2024.1.4,None,2024-06-30 12h55.59.808038 +0900,
