SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,repeated_TrainingLoopGroup1.thisRepN,repeated_TrainingLoopGroup1.thisTrialN,repeated_TrainingLoopGroup1.thisN,repeated_TrainingLoopGroup1.thisIndex,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image.stopped,text_4.stopped,image_7.started,sound_9.started,text_5.started,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup1.started,image_1.started,image_2.started,image_3.started,image_4.started,sound1.started,Instruction.started,ResponseKey.started,TrainingGroup1.stopped,feedbackText,correct_responses_group1,total_trials_group1,ResponseKey.keys,ResponseKey.rt,ResponseKey.duration,FeedbackRoutine1.started,FeedbackText.started,FeedbackRoutine1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.010507625000172993,0.010835625002073357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869048,001,2024-07-02_09h48.33.361,5-30,2024.1.4,None,2024-07-02 09h48.38.504955 +0900,
,,,,,,,,,,,,,,,,,,,0.010849041002074955,0.015171791001193924,0.015171791001193924,0.9151290000008885,3,0.8610155420028605,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869048,001,2024-07-02_09h48.33.361,5-30,2024.1.4,None,2024-07-02 09h48.38.504955 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.9151599159995385,0.9672684159995697,5.910476208002365,5.919833874668499,5.910476208002365,5.9596535000018775,10.915944291668227,15.901357791000919,15.901357791000919,15.913905249999516,15.918024457667586,15.913905249999516,20.91674295766667,25.912944540999888,25.912944540999888,25.912944540999888,25.924645874667718,25.912944540999888,30.92493266666885,35.91217270800189,35.91217270800189,35.91217270800189,35.91905070766758,35.91217270800189,40.91503787466742,45.91397108300225,45.91397108300225,45.908952916001,,,,,,,,,,,,,,,,,,,,,,,,,869048,001,2024-07-02_09h48.33.361,5-30,2024.1.4,None,2024-07-02 09h48.38.504955 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.909009916002105,45.91397108300225,46.9831032080001,46.90192612499959,,,,,,,,,,,,,,,,,,,,,869048,001,2024-07-02_09h48.33.361,5-30,2024.1.4,None,2024-07-02 09h48.38.504955 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.90197270800127,46.90240870799971,,,,,,,,,,,,,,,,,,,869048,001,2024-07-02_09h48.33.361,5-30,2024.1.4,None,2024-07-02 09h48.38.504955 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-12-Per.wav,Speaker1,گوینده ۱,0,0,0,59,0,0,0,11,46.9831032080001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.958191207999334,46.9831032080001,46.9831032080001,46.9831032080001,46.9831032080001,46.984422999333525,46.9831032080001,46.9831032080001,55.34745033299987,Correct! صحیح است,0,1,1,8.361804625001241,None,55.347910791002505,55.36048229100197,57.351073333000386,869048,001,2024-07-02_09h48.33.361,5-30,2024.1.4,None,2024-07-02 09h48.38.504955 +0900,
,,,,,,,,,,,,,,,57.378054958000575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.35171537499991,57.378054958000575,57.378054958000575,57.378054958000575,57.378054958000575,57.384257749334694,57.378054958000575,57.378054958000575,,,,,,,,,,,,,,,,,,
