SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,repeated_TrainingloopGroup1.thisRepN,repeated_TrainingloopGroup1.thisTrialN,repeated_TrainingloopGroup1.thisN,repeated_TrainingloopGroup1.thisIndex,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image.stopped,text_4.stopped,image_7.started,sound_9.started,text_5.started,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,CheckAccuracy1.started,accuracy_group1,proceed_to_test,CheckAccuracy1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-17-Per.wav,Speaker1,گوینده ۱,0,18,18,16,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.077043249999406,0.0,False,48.077275584000745,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-1-Per.wav,Speaker2,گوینده۲,0,19,19,20,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.09335812500103,0.0,False,48.093549958999574,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-15-Per.wav,Speaker1,گوینده ۱,0,20,20,14,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.10919087500042,0.0,False,48.10938449999958,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-6-Per.wav,Speaker2,گوینده۲,0,21,21,25,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.12495683400084,0.0,False,48.125166375000845,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-15-Per.wav,Speaker4,گوینده۴,0,22,22,74,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.141116083999805,0.0,False,48.14132987499943,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-3-Per.wav,Speaker1,گوینده ۱,0,23,23,2,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15762341700065,0.0,False,48.157814292000694,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-14-Per.wav,Speaker4,گوینده۴,0,24,24,73,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.17371295900011,0.0,False,48.17391900000075,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-7-Per.wav,Speaker1,گوینده ۱,0,25,25,6,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.18948916699992,0.0,False,48.18968350000068,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-6-Per.wav,Speaker4,گوینده۴,0,26,26,65,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.205478666999625,0.0,False,48.20570583399967,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-12-Per.wav,Speaker2,گوینده۲,0,27,27,31,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.22176700000091,0.0,False,48.22197458399933,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-10-Per.wav,Speaker2,گوینده۲,0,28,28,29,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.23777533400062,0.0,False,48.23797562499931,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-1-Per.wav,Speaker4,گوینده۴,0,29,29,60,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.25348741699963,0.0,False,48.253708374999405,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-10-Per.wav,Speaker3,گوینده۳,0,30,30,49,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.26928333400065,0.0,False,48.26945875000092,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-11-Per.wav,Speaker3,گوینده۳,0,31,31,50,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.28552275000038,0.0,False,48.28570783400028,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-2-Per.wav,Speaker2,گوینده۲,0,32,32,21,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.30136662500081,0.0,False,48.30158941700029,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-17-Per.wav,Speaker4,گوینده۴,0,33,33,76,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.317170209000324,0.0,False,48.31742537500031,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-7-Per.wav,Speaker3,گوینده۳,0,34,34,46,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.33297829200092,0.0,False,48.33315191700058,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-16-Per.wav,Speaker1,گوینده ۱,0,35,35,15,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.34917670899995,0.0,False,48.3493972920005,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-2-Per.wav,Speaker3,گوینده۳,0,36,36,41,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.365184166999825,0.0,False,48.36543241700019,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-9-Per.wav,Speaker2,گوینده۲,0,37,37,28,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.38104258400017,0.0,False,48.381258916999286,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-19-Per.wav,Speaker2,گوینده۲,0,38,38,38,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.39678025000103,0.0,False,48.39696333400025,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-15-Per.wav,Speaker2,گوینده۲,0,39,39,34,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.412943875000565,0.0,False,48.41320000000087,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-11-Per.wav,Speaker1,گوینده ۱,0,40,40,10,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.42885333400045,0.0,False,48.42906541699995,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-3-Per.wav,Speaker3,گوینده۳,0,41,41,42,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.444706292000774,0.0,False,48.44495004199962,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-17-Per.wav,Speaker3,گوینده۳,0,42,42,56,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.460499250000794,0.0,False,48.46070775000044,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-10-Per.wav,Speaker4,گوینده۴,0,43,43,69,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.47732137499952,0.0,False,48.47759224999936,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-14-Per.wav,Speaker2,گوینده۲,0,44,44,33,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.49425220900048,0.0,False,48.494479791999765,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-13-Per.wav,Speaker3,گوینده۳,0,45,45,52,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.51070287500079,0.0,False,48.51096337499985,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-6-Per.wav,Speaker1,گوینده ۱,0,46,46,5,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.52777945900016,0.0,False,48.528137625000454,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-20-Per.wav,Speaker4,گوینده۴,0,47,47,79,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.545018541999525,0.0,False,48.54532391700013,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-1-Per.wav,Speaker3,گوینده۳,0,48,48,40,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.56157170900042,0.0,False,48.56175841699951,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-9-Per.wav,Speaker4,گوینده۴,0,49,49,68,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.577377584000715,0.0,False,48.577583624999534,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-13-Per.wav,Speaker2,گوینده۲,0,50,50,32,,,,,89.16901645899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.59331079200092,0.0,False,48.593497125000795,376289,001,2024-07-03_14h06.03.681,5-all in one,2024.1.4,None,2024-07-03 14h06.08.833906 +0900,
